Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
-2.2000    -2.1227   -0.0773       00100   005        1          0000000004   0.90  0.70  0.20
-2.4000    -1.4829   -0.9171       00100   005        1          0000000004   1.00  0.70  0.20
-0.4000    -0.4000    0.0000       00100   005        1          0000000004   0.00  0.80  0.20
-0.6000    -0.5928   -0.0072       00100   005        1          0000000004   0.10  0.80  0.20
-0.8000    -0.7708   -0.0292       00100   005        1          0000000004   0.20  0.80  0.20
-1.0000    -0.9604   -0.0396       00100   005        1          0000000004   0.30  0.80  0.20
-1.2000    -1.1826   -0.0174       00100   005        1          0000000004   0.40  0.80  0.20
-1.4000    -1.1709   -0.2291       00100   005        1          0000000004   0.50  0.80  0.20
-1.6000    -1.4052   -0.1948       00100   005        1          0000000004   0.60  0.80  0.20
-1.8000    -1.7118   -0.0882       00100   005        1          0000000004   0.70  0.80  0.20
-2.0000    -1.8428   -0.1572       00100   005        1          0000000004   0.80  0.80  0.20
-2.2000    -0.9716   -1.2284       00100   005        1          0000000004   0.90  0.80  0.20
-2.4000    -2.3905   -0.0095       00100   005        1          0000000004   1.00  0.80  0.20
-0.4000    -0.4000    0.0000       00100   005        1          0000000004   0.00  0.90  0.20
-0.6000    -0.5208   -0.0792       00100   005        1          0000000004   0.10  0.90  0.20
-0.8000    -0.5879   -0.2121       00100   005        1          0000000004   0.20  0.90  0.20
-1.0000    -0.5963   -0.4037       00100   005        1          0000000004   0.30  0.90  0.20
-1.2000    -1.1338   -0.0662       00100   005        1          0000000004   0.40  0.90  0.20
-1.4000    -1.2941   -0.1059       00100   005        1          0000000004   0.50  0.90  0.20
-1.6000    -1.5695   -0.0305       00100   005        1          0000000004   0.60  0.90  0.20
-1.8000    -1.3994   -0.4006       00100   005        1          0000000004   0.70  0.90  0.20
-2.0000    -1.8672   -0.1328       00100   005        1          0000000004   0.80  0.90  0.20
-2.2000    -2.1772   -0.0228       00100   005        1          0000000004   0.90  0.90  0.20
-2.4000    -2.1920   -0.2080       00100   005        1          0000000004   1.00  0.90  0.20
-0.4000    -0.4000    0.0000       00100   005        1          0000000004   0.00  1.00  0.20
-0.6000    -0.4793   -0.1207       00100   005        1          0000000004   0.10  1.00  0.20
-0.8000    -0.7012   -0.0988       00100   005        1          0000000004   0.20  1.00  0.20
-1.0000    -0.8831   -0.1169       00100   005        1          0000000004   0.30  1.00  0.20
-1.2000    -0.8972   -0.3028       00100   005        1          0000000004   0.40  1.00  0.20
-1.4000    -1.2768   -0.1232       00100   005        1          0000000004   0.50  1.00  0.20
-1.6000    -1.5877   -0.0123       00100   005        1          0000000004   0.60  1.00  0.20
-1.8000    -1.6898   -0.1102       00100   005        1          0000000004   0.70  1.00  0.20
-2.0000    -1.9271   -0.0729       00100   005        1          0000000004   0.80  1.00  0.20
-2.2000    -2.1191   -0.0809       00100   005        1          0000000004   0.90  1.00  0.20
-2.4000    -2.2885   -0.1115       00100   005        1          0000000004   1.00  1.00  0.20
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.00  0.30
-0.8000    -0.7892   -0.0108       00100   005        1          0000000004   0.10  0.00  0.30
-1.0000    -0.9918   -0.0082       00100   005        1          0000000004   0.20  0.00  0.30
-1.2000    -1.0968   -0.1032       00100   005        1          0000000004   0.30  0.00  0.30
-1.4000    -1.3739   -0.0261       00100   005        1          0000000004   0.40  0.00  0.30
-1.6000    -1.2862   -0.3138       00100   005        1          0000000004   0.50  0.00  0.30
-1.8000    -1.6680   -0.1320       00100   005        1          0000000004   0.60  0.00  0.30
-2.0000    -1.6738   -0.3262       00100   005        1          0000000004   0.70  0.00  0.30
-2.2000    -2.0294   -0.1706       00100   005        1          0000000004   0.80  0.00  0.30
-2.4000    -2.2271   -0.1729       00100   005        1          0000000004   0.90  0.00  0.30
-2.6000    -2.5097   -0.0903       00100   005        1          0000000004   1.00  0.00  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.10  0.30
-0.8000    -0.7605   -0.0395       00100   005        1          0000000004   0.10  0.10  0.30
-1.0000    -0.9833   -0.0167       00100   005        1          0000000004   0.20  0.10  0.30
-1.2000    -1.0460   -0.1540       00100   005        1          0000000004   0.30  0.10  0.30
-1.4000    -1.3635   -0.0365       00100   005        1          0000000004   0.40  0.10  0.30
-1.6000    -1.5802   -0.0198       00100   005        1          0000000004   0.50  0.10  0.30
-1.8000    -1.7825   -0.0175       00100   005        1          0000000004   0.60  0.10  0.30
-2.0000    -1.9880   -0.0120       00100   005        1          0000000004   0.70  0.10  0.30
-2.2000    -1.4056   -0.7944       00100   005        1          0000000004   0.80  0.10  0.30
-2.4000    -2.3776   -0.0224       00100   005        1          0000000004   0.90  0.10  0.30
-2.6000    -2.4016   -0.1984       00100   005        1          0000000004   1.00  0.10  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.20  0.30
-0.8000    -0.7828   -0.0172       00100   005        1          0000000004   0.10  0.20  0.30
-1.0000    -0.8508   -0.1492       00100   005        1          0000000004   0.20  0.20  0.30
-1.2000    -1.1986   -0.0014       00100   005        1          0000000004   0.30  0.20  0.30
-1.4000    -1.2505   -0.1495       00100   005        1          0000000004   0.40  0.20  0.30
-1.6000    -1.5723   -0.0277       00100   005        1          0000000004   0.50  0.20  0.30
-1.8000    -1.7898   -0.0102       00100   005        1          0000000004   0.60  0.20  0.30
-2.0000    -1.9349   -0.0651       00100   005        1          0000000004   0.70  0.20  0.30
-2.2000    -2.1096   -0.0904       00100   005        1          0000000004   0.80  0.20  0.30
-2.4000    -2.2665   -0.1335       00100   005        1          0000000004   0.90  0.20  0.30
-2.6000    -2.1418   -0.4582       00100   005        1          0000000004   1.00  0.20  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.30  0.30
-0.8000    -0.5799   -0.2201       00100   005        1          0000000004   0.10  0.30  0.30
-1.0000    -0.9656   -0.0344       00100   005        1          0000000004   0.20  0.30  0.30
-1.2000    -0.9350   -0.2650       00100   005        1          0000000004   0.30  0.30  0.30
-1.4000    -1.3001   -0.0999       00100   005        1          0000000004   0.40  0.30  0.30
-1.6000    -1.4547   -0.1453       00100   005        1          0000000004   0.50  0.30  0.30
-1.8000    -1.2412   -0.5588       00100   005        1          0000000004   0.60  0.30  0.30
-2.0000    -1.5849   -0.4151       00100   005        1          0000000004   0.70  0.30  0.30
-2.2000    -2.0366   -0.1634       00100   005        1          0000000004   0.80  0.30  0.30
-2.4000    -2.3218   -0.0782       00100   005        1          0000000004   0.90  0.30  0.30
-2.6000    -2.5747   -0.0253       00100   005        1          0000000004   1.00  0.30  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.40  0.30
-0.8000    -0.7834   -0.0166       00100   005        1          0000000004   0.10  0.40  0.30
-1.0000    -0.9988   -0.0012       00100   005        1          0000000004   0.20  0.40  0.30
-1.2000    -1.1840   -0.0160       00100   005        1          0000000004   0.30  0.40  0.30
-1.4000    -1.2494   -0.1506       00100   005        1          0000000004   0.40  0.40  0.30
-1.6000    -1.4491   -0.1509       00100   005        1          0000000004   0.50  0.40  0.30
-1.8000    -1.7269   -0.0731       00100   005        1          0000000004   0.60  0.40  0.30
-2.0000    -1.1720   -0.8280       00100   005        1          0000000004   0.70  0.40  0.30
-2.2000    -2.1519   -0.0481       00100   005        1          0000000004   0.80  0.40  0.30
-2.4000    -2.1035   -0.2965       00100   005        1          0000000004   0.90  0.40  0.30
-2.6000    -1.7526   -0.8474       00100   005        1          0000000004   1.00  0.40  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.50  0.30
-0.8000    -0.7877   -0.0123       00100   005        1          0000000004   0.10  0.50  0.30
-1.0000    -0.9288   -0.0712       00100   005        1          0000000004   0.20  0.50  0.30
-1.2000    -0.9901   -0.2099       00100   005        1          0000000004   0.30  0.50  0.30
-1.4000    -1.2429   -0.1571       00100   005        1          0000000004   0.40  0.50  0.30
-1.6000    -1.5164   -0.0836       00100   005        1          0000000004   0.50  0.50  0.30
-1.8000    -1.7007   -0.0993       00100   005        1          0000000004   0.60  0.50  0.30
-2.0000    -1.7358   -0.2642       00100   005        1          0000000004   0.70  0.50  0.30
-2.2000    -1.9549   -0.2451       00100   005        1          0000000004   0.80  0.50  0.30
-2.4000    -1.9726   -0.4274       00100   005        1          0000000004   0.90  0.50  0.30
-2.6000    -2.4082   -0.1918       00100   005        1          0000000004   1.00  0.50  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.60  0.30
-0.8000    -0.7253   -0.0747       00100   005        1          0000000004   0.10  0.60  0.30
-1.0000    -0.9779   -0.0221       00100   005        1          0000000004   0.20  0.60  0.30
-1.2000    -1.1772   -0.0228       00100   005        1          0000000004   0.30  0.60  0.30
-1.4000    -1.3884   -0.0116       00100   005        1          0000000004   0.40  0.60  0.30
-1.6000    -1.4665   -0.1335       00100   005        1          0000000004   0.50  0.60  0.30
-1.8000    -1.7545   -0.0455       00100   005        1          0000000004   0.60  0.60  0.30
-2.0000    -1.9870   -0.0130       00100   005        1          0000000004   0.70  0.60  0.30
-2.2000    -2.1419   -0.0581       00100   005        1          0000000004   0.80  0.60  0.30
-2.4000    -2.3539   -0.0461       00100   005        1          0000000004   0.90  0.60  0.30
-2.6000    -2.5443   -0.0557       00100   005        1          0000000004   1.00  0.60  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.70  0.30
-0.8000    -0.7596   -0.0404       00100   005        1          0000000004   0.10  0.70  0.30
-1.0000    -0.9947   -0.0053       00100   005        1          0000000004   0.20  0.70  0.30
-1.2000    -1.1890   -0.0110       00100   005        1          0000000004   0.30  0.70  0.30
-1.4000    -1.2325   -0.1675       00100   005        1          0000000004   0.40  0.70  0.30
-1.6000    -1.5339   -0.0661       00100   005        1          0000000004   0.50  0.70  0.30
-1.8000    -0.6952   -1.1048       00100   005        1          0000000004   0.60  0.70  0.30
-2.0000    -1.9124   -0.0876       00100   005        1          0000000004   0.70  0.70  0.30
-2.2000    -1.3464   -0.8536       00100   005        1          0000000004   0.80  0.70  0.30
-2.4000    -2.2547   -0.1453       00100   005        1          0000000004   0.90  0.70  0.30
-2.6000    -2.3085   -0.2915       00100   005        1          0000000004   1.00  0.70  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.80  0.30
-0.8000    -0.7150   -0.0850       00100   005        1          0000000004   0.10  0.80  0.30
-1.0000    -0.9527   -0.0473       00100   005        1          0000000004   0.20  0.80  0.30
-1.2000    -1.1136   -0.0864       00100   005        1          0000000004   0.30  0.80  0.30
-1.4000    -1.3852   -0.0148       00100   005        1          0000000004   0.40  0.80  0.30
-1.6000    -1.5355   -0.0645       00100   005        1          0000000004   0.50  0.80  0.30
-1.8000    -1.6112   -0.1888       00100   005        1          0000000004   0.60  0.80  0.30
-2.0000    -1.9739   -0.0261       00100   005        1          0000000004   0.70  0.80  0.30
-2.2000    -2.0954   -0.1046       00100   005        1          0000000004   0.80  0.80  0.30
-2.4000    -1.9081   -0.4919       00100   005        1          0000000004   0.90  0.80  0.30
-2.6000    -2.5682   -0.0318       00100   005        1          0000000004   1.00  0.80  0.30
-0.6000    -0.6000    0.0000       00100   005        1          0000000004   0.00  0.90  0.30
-0.8000    -0.7167   -0.0833       00100   005        1          0000000004   0.10  0.90  0.30
-1.0000    -0.9805   -0.0195       00100   005        1          0000000004   0.20  0.90  0.30
-1.2000    -1.1352   -0.0648       00100   005        1          0000000004   0.30  0.90  0.30
-1.4000    -1.2501   -0.1499       00100   005        1          0000000004   0.40  0.90  0.30
-1.6000    -0.9126   -0.6874       00100   005        1          0000000004   0.50  0.90  0.30
-1.8000    -1.3417   -0.4583       00100   005        1          0000000004   0.60  0.90  0.30
-2.0000    -1.4445   -0.5555       00100   005        1          0000000004   0.70  0.90  0.30
-2.2000    -1.8925   -0.3075       00100   005        1          0000000004   0.80  0.90  0.30
-2.4000    -2.3201   -0.0799       00100   005        1          0000000004   0.90  0.90  0.30
-2.6000    -2.3771   -0.2229       00100   005        1          0000000004   1.00  0.90  0.30
